主字段,章节,等级,知识解析,拓展解析
体质与发病,中医基础理论::体质::应用,1,强弱::体质强弱决定发病与否及发病情况，疾病发生与否主要取决于[[正气]]的盛衰<br>###证候::体质强者多表现为[[实证]]；体质羸弱者多表现为[[虚证]],古文::凡此九气丛生之病，壮者得之，气行而愈；弱者得之，气著为病也。
体质与病机从化,中医基础理论::体质::应用,1,概念::[[从化]]即病情随体质而变化，指[[病势]]依附于[[质势]]，顺从体质而发生的转化<br>###规律::阴虚阳亢者受邪多从[[热化]]；阳虚阴盛者受邪多从[[寒化]]；津亏血耗者易致邪从[[燥化]]；气虚湿盛者受邪多从[[湿化]],质势::体质类型有其潜在的相对稳定的倾向性<br>###病势::病机变化趋势，不同致病因素有不同病变特点<br>###质化::病势与质势结合使病变性质发生不同变化<br>###古文::邪之阴阳，随人身之阴阳而变也。
体质与疾病传变,中医基础理论::体质::应用,1,总述::疾病传变与否虽与邪之盛衰、治疗得当与否有关，但[[主要取决于体质]]<br>###强壮::体质强壮者一般不易感邪发病，病多实证，病急少传变，[[病程短]]<br>###虚弱::体质虚弱者易感邪易深入，病多变，易危重证，[[不易康复]]，病程缠绵,机制一::通过影响[[正气]]的强弱，决定发病和影响传变<br>###机制二::通过决定病邪的[[从化]]而影响传变——素体阳盛阴虚者多从阳化热，素体阴盛阳虚者多从阴化寒
体质与辨证,中医基础理论::体质::应用,1,基础::体质是辨证的[[基础]]，决定疾病的证候类型<br>###辨体::辨体质是辨证的[[重要内容]]<br>###异同::[[同病异证]]与[[异病同证]]，主要以体质差异为生理基础,同病异证::感受相同病因或患同一种疾病，因体质差异可表现阴阳表里寒热虚实等不同证候<br>###异病同证::感受不同病因或患不同疾病，因体质相类常表现相同或类似的证候类型
辨体论治,中医基础理论::体质::应用,2,总则::临证治病必须结合患者平素体质而治，即[[因人制宜]]<br>###偏阳质::多发实热证，当[[慎用温热伤阴]]之剂<br>###偏阴质::多发实寒证，当[[慎用寒凉伤阳]]之药,
辨体施药,中医基础理论::体质::应用,2,性味::偏阳者宜甘寒、酸寒、咸寒、清润，忌辛温热散苦寒沉降；偏阴者宜温补益火，忌苦寒泻火；气虚者宜补气培元，忌耗散克伐<br>###剂量::体质强壮者耐受性强，剂量[[宜大]]可峻猛；体质瘦弱者耐受性差，剂量[[宜小]]药性宜平和,其他::痰湿质宜健脾芳化忌阴柔滋补；湿热质宜清热利湿忌滋补厚味；瘀血质宜疏利气血忌固涩收敛
辨体针灸,中医基础理论::体质::应用,3,补泻::体质强壮者多发实性病证当用[[泻法]]；体质虚弱者多发虚性病证当用[[补法]]<br>###耐受::体质强者对针石艾灸耐受性强；体质弱者耐受性差<br>###深浅::肥胖体形者进针宜[[深]]刺激量宜大多用温针艾灸；瘦长体型者进针宜[[浅]]刺激量宜小少用温灸,
辨体康复,中医基础理论::体质::应用,3,总则::兼顾体质特征重视[[善后调理]]<br>###偏阳初愈::慎食[[温热]]及辛辣之味<br>###偏阴初愈::慎食[[滋腻]]、酸涩收敛之品,
病因分类,中医基础理论::病因、  发病::总论,1,四大类::[[外感病因]]、[[内伤病因]]、[[病理产物形成的病因]]、[[其他病因]]<br>###七大类::六淫、疠气、七情内伤、饮食失宜、劳逸失度、病理产物、其他病因,外感::包括六淫和疠气
六淫的概念,中医基础理论::病因、  发病::六淫,1,定义::风寒暑湿燥火(热)六种外感病邪的统称<br>###成因::由[[四时不正之气]]所致,
六淫共同致病特点,中医基础理论::病因、  发病::六淫,1,外感性::从肌表或口鼻而入，引起外感病、[[表证]]<br>###季节性::与季节相关，为[[时令病]]<br>###地域性::与居住地方、生活环境相关<br>###相兼性::可单独致病，也可[[合邪]]致病<br>###转化性::证候性质可[[转化]],
风邪概要,中医基础理论::病因、  发病::六淫,1,定义::致病具有[[善动不居]]、轻扬开泄等特点的外邪<br>###季节::以春季为多见，但终岁常在，四季皆有<br>###地位::风邪是导致外感病极为重要的致病因素，故称[[风为六淫之首]]<br>###入路::伤人多从皮毛而入，引起外风病证,
风邪性质与致病特点,中医基础理论::病因、  发病::六淫,1,阳邪::风为阳邪，[[轻扬开泄]]，易袭[[阳位]](头面、咽喉、肌表、腰背等)<br>###善行数变::致病位[[游移]]、行无定处(善行)；变幻无常、发病迅速([[数变]])<br>###主动::致病[[动摇不定]]——颜面肌肉抽掣、眩晕、震颤、抽搐、角弓反张等<br>###百病之长::常兼它邪合而伤人，为外邪致病的[[先导]]；袭人致病最多,古文::故犯贼风虚邪者，阳受之。伤于风者，上先受之。<br>###实例善行::风痹(行痹)：游走性关节疼痛，痛无定处<br>###实例数变::隐疹(荨麻疹)：时隐时现、发无定处、此起彼伏
寒邪概要,中医基础理论::病因、  发病::六淫,1,定义::致病具有[[寒冷]]、[[凝结]]、[[收引]]等特点的外邪<br>###季节::常见于冬季，但气温骤降、贪凉露宿、空调过冷、恣食生冷等也可感受<br>###分类::寒客肌表郁遏卫阳者称为[[伤寒]]；寒邪直中于里伤及脏腑阳气者称为[[中寒]],
寒邪性质与致病特点,中医基础理论::病因、  发病::六淫,1,伤阳::寒为[[阴邪]]，易伤阳气——侵入肌表卫阳被遏(恶寒发热无汗)；直中脾胃脾阳受损(脘腹冷痛呕吐泄泻)；直中少阴损伤心肾阳气<br>###凝滞主痛::寒易凝滞气血，[[不通则痛]]。因寒而痛：有明显受寒原因，[[得温则减，遇寒增剧]]<br>###收引::可使气机收敛，腠理、经络、筋脉[[收缩挛急]]——恶寒无汗、脉紧、挛急作痛屈伸不利,古文::阴盛则寒，阴胜则阳病。寒则气收。寒气入经而稽迟，泣而不行，故卒然而痛。
暑邪概要与性质,中医基础理论::病因、  发病::六淫,1,定义::致病具有[[炎热]]、[[升散]]、兼湿特性的外邪<br>###季节::发病于[[夏至之后，立秋以前]]，有明显季节性<br>###分类::起病缓病情轻者为[[伤暑]]；发病急病情重者为[[中暑]]<br>###阳邪::暑为阳邪，其性炎热——高热、心烦、面赤、脉洪大<br>###升散::暑性升散，易[[扰心神]]，[[伤津耗气]]——汗出过多伤津且耗气，甚则突然昏倒不省人事<br>###挟湿::暑多[[挟湿]]——暑热症状兼见身热不扬、四肢困重、胸闷呕恶、大便溏泄等湿滞症状,古文::先夏至日者为病温，后夏至日者为病暑。气虚身热，得之伤暑。
湿邪概要,中医基础理论::病因、  发病::六淫,1,定义::致病具有[[重浊]]、[[黏滞]]、[[趋下]]特性的外邪<br>###季节::长夏(季夏，夏秋之交)居多，但四季均可发生<br>###入路::气候潮湿、涉水淋雨、居处潮湿、水中作业等感受湿邪,
湿邪性质与致病特点,中医基础理论::病因、  发病::六淫,1,伤阳阻气::湿为[[阴邪]]，易伤[[脾阳]](泄泻、水肿)，阻碍气机(胸膈满闷、脘腹胀、小便淋涩)<br>###重浊::[[重]]——头身困重、头重如裹、着痹(关节疼痛沉重附着难移)；[[浊]]——面垢、小便浑浊、白带过多、湿疹浸淫流水<br>###黏滞::症状[[黏腻不爽]](便排泄不爽、小便滞涩、舌苔厚滑黏腻)；病程[[缠绵]](起病隐缓、病程较长、反复发作、缠绵难愈)<br>###趋下::易袭[[阴位]]，多伤及人体下部——水肿、湿疹、脚气以下肢多见,古文::因于湿，首如裹。伤于湿者，下先受之。湿胜则阳微。
燥邪概要与性质,中医基础理论::病因、  发病::六淫,1,定义::致病具有[[干燥]]、收敛等特性的外邪<br>###季节::秋季的主气<br>###入路::多自口鼻而入，首犯[[肺卫]]<br>###分类::初秋有余热为[[温燥]]；深秋近冬寒气为[[凉燥]]<br>###伤津::燥性干涩，易伤津液——口鼻干燥、咽干口渴、皮肤干涩皲裂、大便干结<br>###伤肺::燥易[[伤肺]]——干咳少痰、痰黏难咯、痰中带血；肺与大肠相表里则大便干涩,古文::燥胜则干。
火热之邪概要,中医基础理论::病因、  发病::六淫,1,定义::致病具有[[炎热升腾]]等特性的外邪<br>###季节::旺于夏季，但不受季节限制，一年四季均可发生<br>###区别::热邪致病多表现为[[全身性弥漫性]]发热；火邪致病多表现为[[局部症状]](肌肤局部红肿热痛、口舌生疮、目赤肿痛等),火热异同::热为温之渐、火为热之极；火多[[内生]]，热多外受；火多脏腑郁发其性[[炎上]]，热多泛及全身；火易耗血动血，热易耗伤阴液<br>###化火::五气化火、五志化火——感受外邪或精神刺激在一定条件下皆可化火
火热性质与致病特点,中医基础理论::病因、  发病::六淫,1,炎上::火热为阳邪，其性[[炎上]]——高热恶热烦渴汗出；多见头面部(目赤肿痛、咽喉肿痛、口舌生疮等)<br>###扰神::火热易[[扰心神]]——轻者心烦失眠，重者狂躁不安或神昏谵语<br>###伤津耗气::迫津外泄气随津泄，或直接消灼煎熬津液——津伤阴亏＋兼见体倦乏力少气懒言等气虚<br>###生风动血::[[热极生风]](高热神昏谵语、四肢抽搐、角弓反张)；[[动血]](灼伤脉络迫血妄行，吐血衄血便血尿血皮肤发斑等)<br>###疮痈::火毒壅聚致阳性疮痈——局部[[红肿热痛]],古文::阳胜则热。诸逆冲上，皆属于火。壮火食气。大热不止，热胜则肉腐，肉腐则为脓，故名曰痈。
六淫总结,中医基础理论::病因、  发病::六淫,1,阳邪::[[风、暑、火(热)]]<br>###阴邪::[[寒、湿]]<br>###伤阳::易伤阳气：[[寒、湿]]<br>###扰神::易扰心神：[[暑、火(热)]]<br>###伤津::易伤津液：[[暑、燥、火(热)]]<br>###耗气::易耗气：[[暑、火(热)]],歌诀::风邪轻扬病袭阳，善行变动百病长。寒阴伤阳凝痛收，燥干伤肺津液伤。暑阳炎热性升散，扰神津气挟湿现。湿阴伤阳阻气机，重浊黏滞趋下先。火热阳炎神津气，生风动血疮痈阳。
疠气,中医基础理论::病因、  发病::疠气,1,概念::有别于六淫而具有强烈致病性和[[传染性]]的外感病邪<br>###别称::瘟疫、疫毒、[[戾气]]、异气、毒气、乖戾之气等<br>###特点::①发病急骤，病情[[危笃]] ②[[传染性强]]，易于流行 ③[[一气一病]]，症状相似,影响因素::气候因素、环境因素、预防措施不当、社会因素<br>###实例::时行感冒、猩红热、白喉、天花、霍乱、鼠疫、流行性出血热、禽流感等
七情内伤的概念,中医基础理论::病因、  发病::七情内伤,1,定义::情绪变化引起脏腑精气功能紊乱而致疾病发生或诱发疾病的病因<br>###七情::[[喜、怒、忧、悲、恐、惊]],
七情与脏腑气血,中医基础理论::病因、  发病::七情内伤,1,五脏对应::肝[[怒]]、心[[喜]]、脾[[思]]、肺[[忧]]、肾[[恐]]<br>###太过伤脏::大喜大惊伤心，大怒郁怒伤肝，过度思虑伤脾，过度悲忧伤肺，过度恐惧伤肾<br>###气血::血有余则怒、不足则恐；心气虚则悲、实则笑不休,
七情致病-伤内脏,中医基础理论::病因、  发病::七情内伤,1,首先影响心神::七情致病首先影响[[心神]]——情志之伤虽五脏各有所属，然求其所由则无不从心而发<br>###损伤相应之脏::过喜伤心、过怒伤肝、思虑伤脾、悲忧伤肺、过恐伤肾<br>###多情交织::数情交织易伤[[心肝脾]]三脏<br>###潜病易发::情志刺激易首先诱发[[潜病之脏腑]]的症状,古文::情志之伤，虽五脏各有所属，然求其所由，则无不从心而发。
七情致病-气机失调,中医基础理论::病因、  发病::七情内伤,1,总述::情志致病通过影响脏腑气机，导致脏腑气机失调、气血逆乱<br>###怒则气上::过度愤怒使肝气疏泄太过，气机[[上逆]]，甚则血随气逆——面红目赤、头胀头痛、急躁易怒，甚则呕血昏厥<br>###喜则气缓::过度喜乐使心气[[涣散不收]]，重者心气暴脱——精神涣散、神志失常，甚则大汗淋漓、气息微弱<br>###悲则气消::过度悲忧伤肺，导致肺气[[耗伤]]——意志消沉、精神不振、气短胸闷、乏力懒言<br>###恐则气下::过度恐惧伤肾，致使肾气不固、气陷于下——二便失禁、遗精滑泄<br>###惊则气乱::突然受惊致心神不定、气机[[逆乱]]——惊悸不安、惊慌失措，甚则神志错乱、二便失禁<br>###思则气结::过度思虑伤脾，导致脾气[[结滞]]运化失职——食欲不振、腹胀便溏、心悸健忘失眠多梦,古文::怒则气逆，甚则呕血及飧泄。喜则气和志达，营卫通利，故气缓矣。大喜坠阳。思则心有所存，神有所归，正气留而不行，故气结矣。恐惧不解则伤精，精伤则骨酸痿厥，精时自下。惊则心无所倚，神无所归，虚无所定，故气乱矣。
七情致病特点,中医基础理论::病因、  发病::七情内伤,2,伤内脏::直接伤及内脏，首先影响心神<br>###乱气机::影响脏腑气机<br>###发情志病::多发为情志病(郁证、癫狂)；可诱发胸痹、真心痛、眩晕等<br>###影响病情::积极乐观有利康复；情志刺激可诱发或加重病情,后续::气机郁滞日久可郁而化热化火；气机不畅引起精瘀、津停、血瘀继而产生痰饮瘀血结石
