ID,Chapter,Question,Type,Options,Answer,ClozeText,AnswerText,Analysis,Refrence
recuNmjdraLMjE,金贵要略篇::三级,55. 体虚而寒饮郁肺者，若出现形肿，当在苓甘五味姜辛半夏汤中加入,单选题,麻黄||茯苓||防已||杏仁||黄芪,D,,,体虚而寒饮郁肺者出现形肿，属肺气壅滞、水饮泛溢肌肤。苓甘五味姜辛半夏汤本可温肺化饮，但需兼顾宣肺行水。杏仁性降，能宣利肺气、通调水道，助水饮消散而不伤正，故为适宜之选。麻黄虽能宣肺，但发汗力强，恐耗正气；茯苓虽利水，但原方已有，无需重复；防己偏泻，黄芪偏补，均非对证。,《金匮要略·痰饮咳嗽病脉证并治》：“若其人形肿者，加杏仁主之。其证应内麻黄，以其人遂痹，故不内之。若逆而内之者，必厥，所以然者，以其人血虚，麻黄发其阳故也。”
recuNmjdraXoA6,金贵要略篇::三级,56. 体虚而寒饮郁肺者见面热如醉，宜在苓甘五味姜辛杏方中加入,单选题,石膏||大黄||黄连||黄芩||知母,B,,,体虚而寒饮郁肺者见“面热如醉”，属于寒饮内停兼胃热上冲之证。苓甘五味姜辛杏方（茯苓、甘草、五味子、干姜、细辛、杏仁）本为温肺化饮之剂，但若出现胃热上熏的面部热象，需加苦寒沉降之大黄，既清泄胃热，又导滞下行，使热随大便而去。其他清热药如石膏、黄连等虽能清热，但缺乏通下导滞之力，故非首选。,《金匮要略·痰饮咳嗽病脉证并治》云：“若面热如醉，此为胃热上冲熏其面，加大黄以利之。”
recuNmjdracUqA,金贵要略篇::三级,57. 消渴之肾阴津耗伤渴饮不止治用,单选题,肾气丸||栝楼瞿麦丸||文蛤散||白虎加人参汤||文蛤汤,C,,,消渴之肾阴津耗伤导致渴饮不止，病机为肾阴不足、津液亏虚，需滋阴生津。文蛤散（C）出自《金匮要略》，主治“渴欲饮水不止”，其性寒能清热，咸润可滋肾阴、生津止渴，契合肾阴津耗伤的病机。肾气丸（A）偏温补阳气，栝楼瞿麦丸（B）侧重温阳利水，白虎加人参汤（D）清肺胃热，文蛤汤（E）解表清里，均不直接针对肾阴津伤之证。,《金匮要略·消渴小便不利淋病脉证并治第十三》：“渴欲饮水不止者，文蛤散主之。”
recuNmjdra1LMx,金贵要略篇::三级,58. "小便如粟状"描述的疾病是,单选题,消渴||淋病||虚劳||小便不利||小便利,B,,,小便如粟状指排尿时有砂石样颗粒排出，或尿液浑浊如粟粒状，属于淋病中“石淋”的典型表现。淋病以小便频数、短涩、刺痛及排尿困难为主症，《金匮要略》明确将此症状归为淋病。,《金匮要略·消渴小便不利淋病脉证并治》：“淋之为病，小便如粟状，小腹弦急，痛引脐中。”
recuNmjdrafNGE,金贵要略篇::三级,59. 脉症为"目窠上微拥，如蚕新卧起伏，其颈脉动，时时咳，按其手足上，陷而不起着"的水气病是,单选题,风水||皮水||正水||石水||黄汗,A,,,该题描述的水气病症状包括眼睑微肿、颈部脉动、咳嗽及手足凹陷不起，符合《金匮要略》中对“风水”的特征描述。风水因风邪袭表，肺卫失宣，水泛肌表，故以头面浮肿、表证（如咳嗽）及水肿初起按之凹陷为典型表现。其他选项如皮水（肿在四肢）、正水（腹满喘）、石水（少腹硬满）及黄汗（汗出色黄）均不契合题中症状。,《金匮要略·水气病脉证并治第十四》：“视人之目窠上微拥，如蚕新卧起状，其颈脉动，时时咳，按其手足上，陷而不起者，风水。”
recuNmjdra9C58,金贵要略篇::三级,60. 水气病人若出现腹大、小便不利、脉沉绝，治则为,单选题,发汗||利小便||攻下逐水||吐法||消法,C,,,水气病人出现腹大、小便不利、脉沉绝，提示水邪内结、壅滞严重。脉沉绝为阴寒内盛、正气被遏之象，此时需峻下逐水以攻逐水邪，缓解急症。发汗（A）适用于水邪在表或上焦，利小便（B）针对水停下焦较轻者，而吐法（D）和消法（E）不契合此证病机，故正确答案为攻下逐水（C）。,《金匮要略·水气病脉证并治》云：“病水腹大，小便不利，其脉沉绝者，有水，可下之。”
recuNmjdrapM2K,金贵要略篇::三级,61. 用于治疗胃肠燥结兼瘀血的萎黄证的是,单选题,玉女煎||抵当汤||猪膏发煎||大承气汤||小承气汤,C,,,猪膏发煎由猪膏（猪油）和乱发（血余炭）组成，具有润燥通便、化瘀利血的功效，适用于胃肠燥结导致津枯血瘀的萎黄证。玉女煎清胃热，抵当汤破血逐瘀，大小承气汤攻下热结，均不直接针对燥结兼瘀血之萎黄。,《金匮要略·黄疸病脉证并治》云：“诸黄，猪膏发煎主之。”此方专治津亏肠燥、瘀血内停所致萎黄，润燥化瘀并行。
recuNmjdraU6ag,金贵要略篇::三级,62. 《千金》麻黄醇酒汤治疗黄疸所用治法是,单选题,汗法||消法||下法||温法||清法,A,,,麻黄醇酒汤出自《备急千金要方》，以麻黄配伍醇酒（温酒）为主药。麻黄辛温，能发汗解表、宣散湿邪；酒性辛温升散，可助麻黄发汗透邪之力。二者相合，旨在通过发汗祛除郁于肌表的湿邪，使黄疸从表而解，属于汗法的具体应用。黄疸病多与湿热相关，但此方针对表闭湿郁之证，故以汗法开泄腠理，驱邪外出。,《金匮要略·黄疸病脉证并治》云：“诸病黄家，但利其小便，假令脉浮，当以汗解之。”虽未直接提及麻黄醇酒汤，但为汗法退黄的理论依据；《备急千金要方》载麻黄醇酒汤方：“治伤寒热出表发黄疸，宜汗之则愈。”
recuNmjdraw5Wl,金贵要略篇::三级,63. 瘀血化热伏于血分是谓阴伏，其主症不包括,单选题,心烦胸满||口燥而渴||脉反无热||身热汗出||病者如热状,D,,,根据《金匮要略·惊悸吐衄下血胸满瘀血病脉证治》记载，瘀血化热伏于血分（阴伏）的主症为“病者如热状，烦满，口干燥而渴，其脉反无热”。选项A（心烦胸满）、B（口燥而渴）、C（脉反无热）、E（病者如热状）均属原文所述主症，而D（身热汗出）未在原文提及，故为正确答案。,《金匮要略·惊悸吐衄下血胸满瘀血病脉证治》：“病者如热状，烦满，口干燥而渴，其脉反无热，此为阴伏，是瘀血也，当下之。”
recuNmjdraUWiX,金贵要略篇::三级,64. 下列病因引起呕吐但不可治呕的有,单选题,脾胃虚寒||痰饮中阻||寒热错杂||胃阴不足||痈脓,E,,,痈脓引起的呕吐是因体内有痈脓，此时呕吐是机体排出痈脓的反应，若强行止呕会导致脓毒内陷，加重病情。因此应遵循“脓尽自愈”的原则，不可直接治呕，而需排脓解毒。其他选项（脾胃虚寒、痰饮中阻、寒热错杂、胃阴不足）均属胃气上逆，需针对病因治呕。,《金匮要略·呕吐哕下利病脉证治》云：“夫呕家有痈脓，不可治呕，脓尽自愈。”
recuNmjdramtQG,金贵要略篇::三级,65. 胃反难治的脉象是,单选题,脉沉涩||脉微细||脉紧而弦||脉紧而涩||脉数而无力,D,,,胃反（反胃）多因中焦虚寒、痰饮停滞或瘀血内阻所致。脉紧主寒，涩脉提示气血运行不畅或瘀滞，紧涩相兼表明寒邪凝滞兼气血瘀阻，病机复杂故难治。,出自《金匮要略·呕吐哕下利病脉证治》：“脉紧而涩，其病难治。”
recuNmjdramiqj,金贵要略篇::三级,66. 猪苓散的功效是,单选题,化气利水||温阳利水||养阴利水||健脾利水||清热利湿,D,,,猪苓散出自《金匮要略》，主治“呕吐后思水”之证，其病机为脾虚水停。方中白术健脾燥湿，茯苓、猪苓淡渗利水，三者合用共奏健脾利水之效。选项D“健脾利水”契合其功效，其余选项如A（化气利水属五苓散）、B（温阳利水属真武汤）、C（养阴利水属猪苓汤）、E（清热利湿属八正散）均与猪苓散无关。,《金匮要略·呕吐哕下利病脉证治》云：“呕吐而病在膈上，后思水者，解，急与之。思水者，猪苓散主之。猪苓散方：猪苓、茯苓、白术各等分，右三味，杵为散……”
recuNmjdraNBYp,金贵要略篇::三级,67. 痰饮呕吐欲解的症状是,单选题,先呕却渴||先渴却呕||呕后不渴||口渴不呕||以上均不是,A,,,痰饮呕吐后出现口渴（先呕却渴）是体内饮邪随呕吐排出，胃阳逐渐恢复的表现，为病情向愈的征兆。若先渴后呕（选项B）则提示水饮内停，属于饮病未解。因此正确答案为A。,《金匮要略·痰饮咳嗽病脉证并治第十二》云：“先呕却渴者，此为欲解；先渴却呕者，为水停心下，此属饮家。”
recuNmjdra4Nyy,金贵要略篇::三级,68. "病人欲吐者，不可下之"说明的治病原则是,单选题,因势利导||审因论治||急则治标||缓则治本||标本兼治,A,,,该题出自中医经典《金匮要略》中的治疗原则。原文强调当患者出现欲吐的症状时，说明病邪在上焦，机体正气试图通过呕吐驱邪外出。此时若用“下法”强行攻下，会逆正气抗邪之势，导致邪气内陷，病情加重。因此应遵循“因势利导”原则，顺应机体驱邪趋势，助其呕吐以祛邪。选项A正确，其余选项均未直接体现“顺应病势”的核心思想。,《金匮要略·呕吐哕下利病脉证治》云：“夫呕家有痈脓，不可治呕，脓尽自愈。病人欲吐者，不可下之。”
recuNmjdraX2B7,金贵要略篇::三级,69. 痈肿初起的脉症表现不包括,单选题,脉浮数||恶寒||痛有定处||肌肤甲错||发热,D,,,痈肿初起属阳证，多因热毒壅滞、气血瘀阻，常见脉浮数（邪在表）、恶寒发热（正邪交争）、痛有定处（局部瘀滞）。肌肤甲错为血虚或久瘀所致，如《金匮要略》中“干血劳”之症，与痈肿初起实热证无关。,《灵枢·痈疽》：“营卫稽留于经脉之中，则血泣而不行，不行则卫气从之而不通，壅遏而不得行，故热。”《金匮要略》：“内有干血，肌肤甲错。”
recuNmjdraabgQ,金贵要略篇::三级,70. 病金疮，治用,单选题,排脓散||王不留行散||黄连粉||薏苡附子败酱散||大黄牡丹汤,B,,,金疮指由金属利器所伤之疮疡，治疗需活血止血、消肿生肌。王不留行散出自《金匮要略》，专为金疮而设，方中王不留行、蒴藋细叶等药合用，可通利血脉、促进愈合，故为正确选项。其他选项如黄连粉治浸淫疮，薏苡附子败酱散及大黄牡丹汤主肠痈，排脓散用于脓成之证，均非金疮所宜。,《金匮要略·疮痈肠痈浸淫病脉证并治》：“病金疮，王不留行散主之。”
recuNmjdraoYN2,金贵要略篇::三级,71. 排脓散方的药物组成,单选题,当归芍药散加桔梗||枳实芍药散加薏苡仁||惹苡附子败酱散加桔梗||枳实芍药散加桔梗||桔梗汤加生姜、大枣,D,,,排脓散出自《金匮要略》，用于疮痈脓成后的排脓。其药物组成为枳实、芍药、桔梗。选项D“枳实芍药散加桔梗”正确，因枳实芍药散（枳实、芍药）加桔梗即组成排脓散。其他选项如B混淆了薏苡仁（属薏苡附子败酱散），E为排脓汤（桔梗汤加姜枣），A、C药味不符。,《金匮要略·疮痈肠痈浸淫病脉证并治》载排脓散：“枳实十六枚，芍药六分，桔梗二分，右三味，杵为散。”
recuNmjdraPulN,金贵要略篇::三级,72. 排脓散和排脓汤共同的药物是,单选题,桔梗||甘草||枳实||芍药||生姜,A,,,排脓散由枳实、芍药、桔梗组成，排脓汤由甘草、桔梗、生姜、大枣组成，两者共同药物为桔梗。,排脓散（《金匮要略》）：枳实十六枚，芍药六分，桔梗二分……排脓汤（《金匮要略》）：甘草二两，桔梗三两，生姜一两，大枣十枚。
recuNmjdra97l1,金贵要略篇::三级,73. 蛔虫之为病，令人吐涎，心痛，发作有时，毒药不止，方用,单选题,乌梅丸||蜘蛛散||甘草粉蜜汤||鸡屎白散||藜芦甘草汤,C,,,蛔虫病导致吐涎、心痛且发作有时，若用驱虫毒药无效时，当选用甘草粉蜜汤。此方出自《金匮要略》，以甘草缓急和中，米粉、白蜜甘缓安蛔，针对毒药攻伐后蛔虫未去而正气受损的病证。乌梅丸主治蛔厥寒热错杂，蜘蛛散治阴狐疝气，鸡屎白散主转筋，藜芦甘草汤用于痰壅气逆，均非此证所宜。,《金匮要略·趺蹶手指臂肿转筋阴狐疝蛔虫病脉证治》：“蛔虫之为病，令人吐涎心痛，发作有时，毒药不止，甘草粉蜜汤主之。”
recuNmjdra94KA,金贵要略篇::三级,74. 妊娠阳虚寒盛腹痛，治用,单选题,桂枝汤||小建中汤||当归生姜羊肉汤||附子汤||干姜人参半夏丸,D,,,妊娠期间因阳虚寒盛导致腹痛，主要病机为阳气不足，寒邪内盛。附子汤（D）具有温阳散寒、健脾除湿的功效，其中附子大辛大热，可温肾助阳，驱散寒邪，适用于阳虚寒盛之证。其他选项中，桂枝汤（A）主调和营卫，用于表证；小建中汤（B）侧重温中补虚；当归生姜羊肉汤（C）养血散寒但偏补益；干姜人参半夏丸（E）主治胃虚寒饮呕吐，均不直接针对阳虚寒盛腹痛。,《伤寒论·辨少阴病脉证并治》：“少阴病，得之一二日，口中和，其背恶寒者，当灸之，附子汤主之。”“少阴病，身体痛，手足寒，骨节痛，脉沉者，附子汤主之。”
recuNmjdra62v2,金贵要略篇::三级,75. 妇人怀娠六七月，脉弦，发热，其胎愈胀，腹痛恶寒者，少腹如扇，其病机是,单选题,湿热中阻||肝脾不和||阳虚内寒||气滞血瘀||血虚内热,C,,,该题描述妊娠六七月时出现脉弦、发热、胎胀、腹痛恶寒、少腹如扇（少腹寒冷如被扇风）等症状。脉弦主寒主痛，发热为虚阳外浮之假热，腹痛恶寒与少腹冷如扇均提示下焦阳气虚衰，阴寒内盛。结合《金匮要略》原文，病机为阳虚内寒，治以温阳散寒，故选C。,《金匮要略·妇人妊娠病脉证并治》：“妇人怀娠六七月，脉弦发热，其胎愈胀，腹痛恶寒者，少腹如扇，所以然者，子脏开故也，当以附子汤温其脏。”
recuNmjdra2YxC,金贵要略篇::三级,76. 附子汤的功效是,单选题,养血疏肝，健脾利湿||补养阴血，调理冲任||温阳散寒，暖宫安胎||养血润燥，清热除湿||健脾益气，散寒除湿,C,,,附子汤的功效为温阳散寒以祛体内阴寒，暖宫安胎以固护胎元。其主治妇人妊娠后阳虚寒盛所致的腹痛、胎胀、恶寒等症，通过温补阳气、驱散寒邪达到安胎目的。选项C符合这一核心作用。,出自《金匮要略·妇人妊娠病脉证并治》：“妇人怀娠六七月，脉弦发热，其胎愈胀，腹痛恶寒者，少腹如扇，所以然者，子藏开故也，当以附子汤温其藏。”
