ID,主字段,章节,知识解析,知识拓展
recveFKWJut6yX,"<div style=""text-align: center; font-size: 24px;""><b>二加减正气散</b></div>",祛湿剂::化湿和胃剂,"方歌::[[二加减正霍梗陈]],[[茯皮厚朴薏苡仁]]。<br>[[防已通草豆黄卷]],[[湿郁三焦痛便溏]]<br>###组成::[[霍香梗、广皮、厚朴、茯苓皮、木防已、大豆黄卷、川通草、薏苡仁]]<br>###主治::[[湿郁三焦]]，脘闷，便溏，身痛，舌白，脉象模糊<br>###功用::[[化浊利湿，行气通络(芳香化浊，利湿通络)]]",用法::水八杯，煮三杯，三次服
recveFKWJuUfBg,"<div style=""text-align: center; font-size: 24px;""><b>三加减正气散</b></div>",祛湿剂::化湿和胃剂,"方歌::[[三加减正霍香陈]],[[茯皮厚朴滑杏仁]]。<br>[[化湿理气兼清热]],[[湿郁化热湿重真]]<br>###组成::[[藿香连梗叶、茯苓皮、厚朴、广皮、杏仁、滑石]]<br>###主治::秽湿着里，舌黄脘闷，气机不宜，久则酿热<br>###功用::[[化湿理气，兼以清热(清热利湿，宣畅气机)]]",用法::水五杯，煮二杯，再服
recveFKWJuYA5e,"<div style=""text-align: center; font-size: 24px;""><b>四加减正气散</b></div>",祛湿剂::化湿和胃剂,"方歌::[[四加减正霍梗陈]],[[茯苓厚朴草果仁]]。<br>[[楂肉神曲可消食]],[[寒湿中阻脘痞能]]<br>###组成::[[藿香梗、厚朴、茯苓、广皮、草果、楂肉、神曲]]<br>###主治::秽湿着里，邪阻气分，舌白滑，脉右缓<br>###功用::[[化湿理气，和胃消食(祛湿运脾，消食和胃)]]",用法::水五杯，煮二杯，渣再煮一杯，三次服
recveFKWJun9zW,"<div style=""text-align: center; font-size: 24px;""><b>五加减正气散</b></div>",祛湿剂::化湿和胃剂,"方歌::[[五加减正霍梗陈]],[[茯苓厚朴腹皮真]]。<br>[[谷芽苍术燥湿脾]],[[行气和胃湿浊甚]]<br>###组成::[[藿香梗、广皮、茯苓块、厚朴、大腹皮、谷芽、苍术]]<br>###主治::秽湿着里，脘闷便泄<br>###功用::[[燥湿运脾，行气和胃(燥湿健脾，行气化浊)]]",用法::水五杯，煮二杯，日再服
recveFKWJuw8n5,"<div style=""text-align: center; font-size: 24px;""><b>三仁汤</b></div>",祛湿剂::清热祛湿剂,"方歌::[[三仁杏蔻薏苡仁]],[[朴夏白通滑竹伦]]。<br>[[水用甘澜扬百遍]],[[湿温初起法堪遵]]<br>###组成::[[杏仁、飞滑石、白通草、竹叶、白蔻仁、厚朴、生薏仁、半夏]]<br>###主治::[[湿温初起及暑温夹湿之湿重于热证]]。头痛恶寒，身重疼痛，肢体倦怠，面色淡黄，胸闷不饥，午后身热，苔白不渴，脉弦细而濡。<br>###功用::[[宣畅气机，清利湿热]]",用法::甘澜水八碗，煮取三碗，每服一碗，日三服<br>###方解::<b>「君」：</b>滑石:清热利湿解暑<br><b>「臣」：</b>薏苡仁、杏仁、蔻仁之三仁薏苡仁:渗湿健脾，疏导下焦湿热；杏仁:通宣上焦肺气，使气化则湿化白蔻仁:行气芳香化湿，利气宽胸，宣畅中焦<br><b>「佐」：</b>通草、竹叶:淡渗利湿，助君清利湿热；半夏、厚朴:行气除满，化湿和胃甘澜水(劳水):取其下走之性助利湿<br>###注意::①本方是治疗湿温初起，邪在气分，湿重于热的常用方剂，舌苔黄腻，热重于湿者则不宜使用。<br>②湿温初起，证多疑似，每易误治，需防汗下润之误治。故吴鞠通于《温病条辨》中明示“三戒”:一者，不可见其头痛恶寒，身重疼痛，以为伤寒而汗之，汗伤心阳，则神昏耳聋，甚则目暝不欲言；二者，不可见其中满不饥，以为停滞而下之，下伤脾胃，湿邪乘势下注，则为洞泄；三者，不可见其午后身热，以为阴虚而用柔药润之，否则易使湿热锢结而病深不解
recveFKWJueatr,"<div style=""text-align: center; font-size: 24px;""><b>藿朴夏苓汤</b></div>",祛湿剂::清热祛湿剂,"方歌::[[霍朴夏苓杏蔻仁]],[[通草苡仁泽藿梗]]。<br>[[猪苓茯苓夏厚朴]],[[化湿解表湿温分]]<br>###组成::[[杏仁、蔑仁、半夏、厚朴、霍梗、半至、苡仁、通草、茯苓、猪苓泽泻]]<br>###主治::[[湿温初起夹表]]证。症见身热恶寒，肢体倦怠，胸闷口腻，舌苔薄白，脉濡缓<br>###功用::[[化湿解表]]",用法::先用通草煎汤代水，煎上药服
recveFKWJuLNzD,"<div style=""text-align: center; font-size: 24px;""><b>茵陈蒿汤</b></div>",祛湿剂::清热祛湿剂,"方歌::[[茵陈蒿汤治阳黄]],[[栀子大黄组成方]]。<br>[[湿热蕴结在肝胆]],[[清热利湿退黄良]]<br>###组成::[[茵陈、栀子、大黄]]<br>###主治::[[湿热黄疸]]。一身面目俱黄，黄色鲜明如橘子色，发热，无汗或但头汗出，口渴欲饮，恶心呕吐，腹微满，小便短赤，大便秘结或不爽，舌苔黄腻，脉滑数或沉数有力<br>###功用::[[清热利湿退黄]]",用法::上三味，以水一斗二升，先煎茵陈，减六升，内二味，煮取三升，去滓，分三服。小便当利，尿如皂荚汁状，色正赤，一宿腹减，黄从小便去也<br>###加减::1.栀子柏皮汤。组成:栀子十五枚，炙甘草一两，黄柏二两。上三味，以水四升，煮取一升半，去滓，分温再服。功用:清热利湿。主治:黄疸，热重于湿证。症见身热，发黄，心烦懊，口渴，苔黄。<br>②.茵陈四逆汤。组成:甘草、茵陈各二两，干姜一两半，附子一个。水煎服。功用:温里助阳，利湿退黄。主治:阴黄。症见黄色晦暗，皮肤冷，背恶寒，手足不温，身体沉重，神倦食少，口不渴或渴喜热饮，大便稀溏，舌淡苔白，脉紧细或沉细无力。<br>③.鉴别:茵陈蒿汤、栀子柏皮汤均主治湿热内蕴所致之阳黄。其中茵陈蒿汤以茵陈配栀子、大黄，清热利湿并重，宜于湿热俱盛之黄疸；栀子柏皮汤以栀子配伍黄柏，以清热为主，宜于湿热黄疸属热重于湿者。茵陈四逆汤以茵陈与干姜、附子配伍，故有温阳利湿退黄之功，宜于寒湿内阻之阴黄<br>###方解::<b>「君」：</b>茵陈:清利脾胃肝胆湿热，利胆退黄，芳香舒脾而透表畅气<br><b>「臣」：</b>栀子:清热泻火燥湿，通利三焦，引湿热下行大黄:泻热逐瘀，通利大便，以开湿热下行之道<br>###注意::阴黄证不宜。服本方后，以小便增多，且尿色黄赤为效，即仲景所谓“小便当利，尿如皂荚汁状，色正赤，一宿腹减，其从小便去也”(《伤寒论》)之意
recveFKWJuAINR,"<div style=""text-align: center; font-size: 24px;""><b>二妙散</b></div>",祛湿剂::清热祛湿剂,"方歌::[[二妙散中苍柏兼]],[[若云三妙牛膝添]]。<br>[[四妙苡仁再加入]],[[湿热清除痿痹痊]]<br>###组成::[[炒黄柏、炒苍术、姜汁]]<br>###主治::[[湿热下注]]证。筋骨疼痛，或两足痰软无力，或足膝红肿疼痛，或下部湿疮，小便短赤，或带下黄臭，舌苔黄腻。(痿痹、脚气、带下、湿疹)<br>###功用::[[清热燥湿]]",用法::上二味为末，沸汤，入姜汁调服<br>###加减::1.湿热下注痿痹，两脚麻木或肿痛，如火烙之热，痿软无力，加川牛膝(三妙丸)<br>②.湿热痿证，两脚麻木，痿软，足跟痛，加牛膝，薏苡仁(四妙丸)<br>###方解::<b>「君」：</b>黄柏:主人下焦，清热燥湿(妙在去热)<br><b>「臣」：</b>苍术:①健脾助运祛湿；②芳香苦燥除湿(妙在燥湿)两药合用，①长于清泄下焦湿热；②制用可减其苦寒或温燥之性；③防败胃伤津生姜汁:①辛散助祛湿；②防黄柏伤中<br>###注意::肝肾亏虚或肺热津伤的痿证，本方忌用
recveFKWJuZAHw,"<div style=""text-align: center; font-size: 24px;""><b>连朴饮</b></div>",祛湿剂::清热祛湿剂,"方歌::[[连朴饮内用香鼓]],[[菖蒲半夏焦山栀]]。<br>[[芦根厚朴黄连入]],[[湿热霍乱此方施]]<br>###组成::[[制厚朴、川连、石菖蒲、制半夏、香豉、焦栀芦根]]<br>###主治::[[湿热霍乱]]。上吐下泻，胸脘痞闷，恶心呕吐，口渴不欲多饮，心烦躁扰，小便短赤，泄泻，或霍乱吐泻，舌苔黄腻，脉滑(濡)数<br>###功用::[[清热化湿，理气和中]]",用法::水煎服<br>###加减::①腹泻偏重，加薏苡仁、茯苓、泽泻；<br>②湿热损伤肠道气血，下痢后重者，加木香、白芍<br>###方解::<b>「君」：</b>芦根:①清热除烦止呕；②利小便导湿热<br><b>「臣」：</b>黄连:①清热燥湿；②姜制和胃止呕。厚朴:宣畅气机，行气化湿，消痞除闷半夏:燥湿和胃，降逆止呕。石菖蒲:芳香化湿醒脾，辟秽化浊。栀子:清心泻热，导湿热从小溲而出<br><b>「佐」：</b>淡豆豉:宣郁止烦；合焦山栀:清宣胸脘郁热除烦<br>###注意::吐泻剧烈见津亡气脱者，本方不宜；寒湿霍乱者，本方忌用
recveFKWJuB3mf,"<div style=""text-align: center; font-size: 24px;""><b>八正散</b></div>",祛湿剂::清热祛湿剂,"方歌::[[八正木通与车前]],[[萹蓄大黄滑石研]]。<br>[[草梢瞿麦兼栀子]],[[煎加灯草热淋蠲]]<br>###组成::[[车前子、瞿麦、萹蓄、滑石、山栀子仁、炙甘草、木通、煨大黄、灯芯草]]<br>###主治::1.[[湿热淋证]]。小便浑赤，溺时涩痛，淋沥不畅，甚或癃闭不通，小腹急满，口燥咽干，舌苔黄腻，脉滑数<br>2.治【*大人、小儿::注:《太平惠民和剂局方》原用本方治“大人、小儿心经邪热，一切蕴毒”，乃取方中木通、山栀子仁、大黄、车前子、灯心等药，皆人心经以清热，并可泻火解毒；同时，还能通利小肠，导湿热下行，又合滑石、萹蓄、瞿麦诸清热利湿之品，增利水通淋之效，通利小肠以导心热下行。故又云:“治小便赤涩，或癃闭不通，及热淋、血淋”*】[[心经邪热]]，一切[[蕴毒]]。<br>###功用::[[清热泻火，利水通淋]]",用法::上为散，每服二钱，水一盏，入灯芯煎至七分，去滓温服，食后临卧。小儿量力与之<br>###加减::①大便秘结，腹胀，原方煨大黄改为生大黄，加枳实；<br>②伴寒热往来，口苦呕恶，加小柴胡汤；<br>③湿热伤阴，口渴舌红少苔，去大黄，加生地知母；<br>④属血淋，加生地、小蓟、白茅根；<br>⑤石淋，加金钱草、海金沙、石韦；<br>⑥膏淋，加草麻、石菖蒲<br>###方解::<b>「君」：</b>滑石:清利三焦湿热，利水通淋利窍；木通:上清心火，下利小肠湿热<br><b>「臣」：</b>瞿麦、萹蓄、车前子:清热利水通淋。合滑石、木通则利尿通淋力增。车前子:清肺利膀胱<br><b>「佐」：</b>栀子:清热泻火，清利三焦湿热。大黄:①荡涤邪热；②降火利湿；③通利肠腑；④治小便淋沥<br><b>「佐使」：</b>灯芯草:清心除烦，增利水通淋；甘草:和中调药，制苦寒太过缓急止茎痛<br>###注意::肾虚劳淋者本方不宜；孕妇慎用
recveFKWJuXAl4,"<div style=""text-align: center; font-size: 24px;""><b>甘露消毒丹</b></div>",祛湿剂::清热祛湿剂,"方歌::[[甘露消毒蔻藿香]],[[茵陈滑石木通菖]]。<br>[[芩翘贝母射干薄]],[[湿温时疫是主方]]<br>###组成::[[「飞滑石」、「绵茵陈」、「淡黄芩」、石菖蒲、川贝母、木通、藿香、射干、连翘、薄荷、白豆寇]]<br>###主治::[[湿温时疫之湿热并重证]]。发热口渴，胸闷腹胀，肢酸倦怠，颐咽肿痛，或身目发黄，小便短赤，或泄泻淋浊，舌苔白腻或黄腻或干黄，脉濡数或滑数(王世雄称本方为“治湿温时疫之主方”)<br>###功用::[[利湿化浊，清热解毒]]",用法::生晒研末，每服三钱，开水调下，或神曲糊丸，如弹子大，开水化服亦可<br>###方解::<b>「君」：</b>重用滑石、茵陈、黄芩为君，其中滑石利水渗湿，清热解暑，两擅其功；茵陈善清利湿热而退黄；黄芩清热燥湿，泻火解毒，三药相伍，正合湿热并重之病机<br><b>「臣」：</b>白豆寇、石菖蒲、霍香行气化湿，悦脾和中，令气畅湿行，助君药祛湿之力<br><b>「佐」：</b>连翘、薄荷、射干、贝母清热解毒，透邪散结，消肿利咽，助君药解毒之功；木通清热通淋，助君药导湿热从小便而去，以益其清热利湿之力。诸药共奏利湿化浊、清热解毒之功，故可令弥漫三焦之湿热毒邪俱除<br>###注意::若湿重于热，或湿已化热，热灼津伤者，或湿热入营、谵语舌绛者，本方不宜
recveFKWJuzcxB,"<div style=""text-align: center; font-size: 24px;""><b>当归拈痛汤</b></div>",祛湿剂::清热祛湿剂,"方歌::[[当归拈痛羌防升]],[[猪泽黄芩葛茵陈]]。<br>[[二术知苦人参草]],[[疮疡湿热服皆应]]<br>###组成::[[白术、人参、苦参、升麻、葛根、苍术、防风、知母、泽泻、黄芩、猪苓、当归身、炙甘草、「茵陈」、「羌活」]]<br>###主治::[[湿热相搏，外受风邪]]证。遍身肢节烦痛，或肩背沉重，或脚气肿痛，脚膝生疮，舌苔白腻微黄，脉弦数。<br>###功用::[[利湿清热，疏风止痛]]",用法::上锉，如麻豆大。每服一两，水二盏半，先以水拌湿，候少时，煎至一盏，去滓温服。待少时，美膳压之<br>###特点::表里同治，上下分消，升降并行，邪正兼顾。苍术白术同用。吴崑谓“湿热发黄者，此方主之”
recveFKWJuDaob,"<div style=""text-align: center; font-size: 24px;""><b>五苓散</b></div>",祛湿剂::利水渗湿剂,"方歌::[[五苓散治太阳腑]],[[白术泽泻猪苓茯]]。<br>[[桂枝化气兼解表]],[[小便通利水饮除]]<br>###组成::[[猪苓、泽泻、白术、茯苓、桂枝]]<br>###主治::1.[[伤寒太阳膀胱蓄水]]证。小便不利，头痛发热，烦渴欲饮，水入即吐，苔白，脉浮<br>2.[[水湿内停]]。水肿，泄泻，小便不利，以及霍乱吐泻<br>3.[[痰饮内停]]。脐下动悸，吐涎沫而头眩，或短气而咳者<br>###功用::[[利水渗湿，温阳化气]]",用法::捣为散，以白饮和服方寸匕，日三服，多饮暖水，汗出愈，如法将息<br>###加减::1.脾失健运，水湿内停，水泻，小便不利，去桂枝(四苓散)<br>②.夏秋之间，脾胃伤冷，水谷不分，泄泻如水，以及水肿，腹胀，小便不利，加平胃散(胃苓汤)<br>③.湿热黄疸，湿重于热，加茵陈(茵陈五苓散)<br>###方解::<b>「君」：</b>泽泻:利水渗湿<br><b>「臣」：</b>茯苓、猪苓:淡渗利水渗湿<br><b>「佐」：</b>白术:健脾助运化湿，合茯苓健脾制水，输津四布桂枝:温阳化气利水，发散解表。(广义来看，桂枝，蓄水证得之，可利水解表；痰饮病得之，可温阳平冲降逆；水湿内盛无表证得之，可化气利水。注意:②01⑧年真题“苓桂术甘汤与五苓散配伍桂枝用意相同点”官方答案选择了“温阳化气”，并未选“平冲降逆”)<br>###注意::作散剂服用时须多饮暖水，汗出愈:扶助胃阳，温行水气助发汗，使表邪随汗而解，水饮内外分消<br>###特点::利水化气代表方。治水入即吐(水逆证)。本方后嘱“多饮暖水，汗出愈”。多饮暖水，可温助阳气，以发汗解表，使表邪从汗而解；再则汗出而肺气开宣，若提壶揭盖，亦有利于利水渗湿
recveFKWJu2sHE,"<div style=""text-align: center; font-size: 24px;""><b>猪苓汤</b></div>",祛湿剂::利水渗湿剂,"方歌::[[猪苓汤用猪茯苓]],[[泽泻阿胶滑石并]]。<br>[[利水养阴兼泻热]],[[水热互结阴伤平]]<br>###组成::[[猪苓、茯苓、泽泻、阿胶、滑石]]<br>###主治::[[水热互结伤阴]]证。小便不利，发热，口渴欲饮，或心烦不寐，或兼有咳嗽，呕恶，下利，舌红苔白或微黄，脉细数。或热淋、血淋，小便涩痛或赤涩，小腹满痛<br>###功用::[[利水渗湿，清热养阴]]",用法::以水四升，先煮四味，取二升，去滓，内阿胶烊消，温服七合，日三服<br>###加减::①热伤血络见尿血，加小蓟、白茅根；<br>②小便涩痛加瞿麦、萹蓄<br>###方解::<b>「君」：</b>猪苓:利水渗湿，兼能清热<br><b>「臣」：</b>茯苓、泽泻:渗湿利水，泽泻兼能泻热，茯苓兼能健脾<br><b>「佐」：</b>滑石:清热利水通淋；阿胶:滋阴补血润燥，防利水伤阴，止血<br>###注意::阳虚尿少者忌用；阴亏热淋者不宜<br>###特点::水热互结兼阴虚证候
